3.333333333333333481e+00,1.902840750257412239e+01,5.000000000000000000e+01
3.434343434343434254e+00,1.899952706803651026e+01,5.000000000000000000e+01
3.535353535353535470e+00,1.897062912488767239e+01,5.000000000000000000e+01
3.636363636363636243e+00,1.894171366251317679e+01,5.000000000000000000e+01
3.737373737373737459e+00,1.891278067029141496e+01,5.000000000000000000e+01
3.838383838383838231e+00,1.888383013759476725e+01,5.000000000000000000e+01
3.939393939393939448e+00,1.885486205378868974e+01,5.000000000000000000e+01
4.040404040404040664e+00,1.882587640823221520e+01,5.000000000000000000e+01
4.141414141414140992e+00,1.879687319027850023e+01,5.000000000000000000e+01
4.242424242424242209e+00,1.876785238927361732e+01,5.000000000000000000e+01
4.343434343434343425e+00,1.873881399455741814e+01,5.000000000000000000e+01
4.444444444444444642e+00,1.870975799546346607e+01,5.000000000000000000e+01
4.545454545454544970e+00,1.868068438131851039e+01,5.000000000000000000e+01
4.646464646464646187e+00,1.865159314144317548e+01,5.000000000000000000e+01
4.747474747474747403e+00,1.862248426515146704e+01,5.000000000000000000e+01
4.848484848484848619e+00,1.859335774175078271e+01,5.000000000000000000e+01
4.949494949494949836e+00,1.856421356054204352e+01,5.000000000000000000e+01
5.050505050505050164e+00,1.853505171082010605e+01,5.000000000000000000e+01
5.151515151515151381e+00,1.850587218187266458e+01,5.000000000000000000e+01
5.252525252525252597e+00,1.847667496298145196e+01,5.000000000000000000e+01
5.353535353535353813e+00,1.844746004342147216e+01,5.000000000000000000e+01
5.454545454545454142e+00,1.841822741246136275e+01,5.000000000000000000e+01
5.555555555555555358e+00,1.838897705936309279e+01,5.000000000000000000e+01
5.656565656565656575e+00,1.835970897338224717e+01,5.000000000000000000e+01
5.757575757575757791e+00,1.833042314376775650e+01,5.000000000000000000e+01
5.858585858585858119e+00,1.830111955976224181e+01,5.000000000000000000e+01
5.959595959595959336e+00,1.827179821060160947e+01,5.000000000000000000e+01
6.060606060606060552e+00,1.824245908551527151e+01,5.000000000000000000e+01
6.161616161616161769e+00,1.821310217372626994e+01,5.000000000000000000e+01
6.262626262626262097e+00,1.818372746445087174e+01,5.000000000000000000e+01
6.363636363636363313e+00,1.815433494689894545e+01,5.000000000000000000e+01
6.464646464646464530e+00,1.812492461027391144e+01,5.000000000000000000e+01
6.565656565656565746e+00,1.809549644377245414e+01,5.000000000000000000e+01
6.666666666666666963e+00,1.806605043658480270e+01,5.000000000000000000e+01
6.767676767676767291e+00,1.803658657789459241e+01,5.000000000000000000e+01
6.868686868686868507e+00,1.800710485687895712e+01,5.000000000000000000e+01
6.969696969696969724e+00,1.797760526270849013e+01,5.000000000000000000e+01
7.070707070707070940e+00,1.794808778454714115e+01,5.000000000000000000e+01
7.171717171717171269e+00,1.791855241155225897e+01,5.000000000000000000e+01
7.272727272727272485e+00,1.788899913287472287e+01,5.000000000000000000e+01
7.373737373737373701e+00,1.785942793765874725e+01,5.000000000000000000e+01
7.474747474747474918e+00,1.782983881504213741e+01,5.000000000000000000e+01
7.575757575757575246e+00,1.780023175415594849e+01,5.000000000000000000e+01
7.676767676767676463e+00,1.777060674412462049e+01,5.000000000000000000e+01
7.777777777777777679e+00,1.774096377406607061e+01,5.000000000000000000e+01
7.878787878787878896e+00,1.771130283309171105e+01,5.000000000000000000e+01
7.979797979797979224e+00,1.768162391030616121e+01,5.000000000000000000e+01
8.080808080808081328e+00,1.765192699480759941e+01,5.000000000000000000e+01
8.181818181818181657e+00,1.762221207568750714e+01,5.000000000000000000e+01
8.282828282828281985e+00,1.759247914203078267e+01,5.000000000000000000e+01
8.383838383838384090e+00,1.756272818291576243e+01,5.000000000000000000e+01
8.484848484848484418e+00,1.753295918741401849e+01,5.000000000000000000e+01
8.585858585858586522e+00,1.750317214459061788e+01,5.000000000000000000e+01
8.686868686868686851e+00,1.747336704350392367e+01,5.000000000000000000e+01
8.787878787878787179e+00,1.744354387320576194e+01,5.000000000000000000e+01
8.888888888888889284e+00,1.741370262274126191e+01,5.000000000000000000e+01
8.989898989898989612e+00,1.738384328114889854e+01,5.000000000000000000e+01
9.090909090909089940e+00,1.735396583746051391e+01,5.000000000000000000e+01
9.191919191919192045e+00,1.732407028070141308e+01,5.000000000000000000e+01
9.292929292929292373e+00,1.729415659989007281e+01,5.000000000000000000e+01
9.393939393939394478e+00,1.726422478403838667e+01,5.000000000000000000e+01
9.494949494949494806e+00,1.723427482215155493e+01,5.000000000000000000e+01
9.595959595959595134e+00,1.720430670322818045e+01,5.000000000000000000e+01
9.696969696969697239e+00,1.717432041626022610e+01,5.000000000000000000e+01
9.797979797979797567e+00,1.714431595023283705e+01,5.000000000000000000e+01
9.898989898989899672e+00,1.711429329412466060e+01,5.000000000000000000e+01
1.000000000000000000e+01,2.000000000000000000e+01,5.000000000000000000e+01
