0.000000000000000000e+00,1.997170859799166465e+01,5.000000000000000000e+01
1.010101010101010083e-01,1.994340004130815558e+01,5.000000000000000000e+01
2.020202020202020166e-01,1.991507431954599028e+01,5.000000000000000000e+01
3.030303030303030387e-01,1.988673142229538371e+01,5.000000000000000000e+01
4.040404040404040331e-01,1.985837134196751208e+01,5.000000000000000000e+01
5.050505050505050830e-01,1.982999406848560398e+01,5.000000000000000000e+01
6.060606060606060774e-01,1.980159959143037796e+01,5.000000000000000000e+01
7.070707070707070718e-01,1.977318790037384488e+01,5.000000000000000000e+01
8.080808080808080662e-01,1.974475898488525516e+01,5.000000000000000000e+01
9.090909090909090606e-01,1.971631283452227024e+01,5.000000000000000000e+01
1.010101010101010166e+00,1.968784943883371241e+01,5.000000000000000000e+01
1.111111111111111160e+00,1.965936878737040061e+01,5.000000000000000000e+01
1.212121212121212155e+00,1.963087086967076189e+01,5.000000000000000000e+01
1.313131313131313149e+00,1.960235567526692080e+01,5.000000000000000000e+01
1.414141414141414144e+00,1.957382319368423040e+01,5.000000000000000000e+01
1.515151515151515138e+00,1.954527341444341104e+01,5.000000000000000000e+01
1.616161616161616132e+00,1.951670632705758024e+01,5.000000000000000000e+01
1.717171717171717127e+00,1.948812192103287799e+01,5.000000000000000000e+01
1.818181818181818121e+00,1.945952018587062682e+01,5.000000000000000000e+01
1.919191919191919116e+00,1.943090111106396023e+01,5.000000000000000000e+01
2.020202020202020332e+00,1.940226468610173072e+01,5.000000000000000000e+01
2.121212121212121104e+00,1.937361090046400491e+01,5.000000000000000000e+01
2.222222222222222321e+00,1.934493974362568025e+01,5.000000000000000000e+01
2.323232323232323093e+00,1.931625120505576376e+01,5.000000000000000000e+01
2.424242424242424310e+00,1.928754527421593323e+01,5.000000000000000000e+01
2.525252525252525082e+00,1.925882194056213592e+01,5.000000000000000000e+01
2.626262626262626299e+00,1.923008119354293299e+01,5.000000000000000000e+01
2.727272727272727071e+00,1.920132302260168444e+01,5.000000000000000000e+01
2.828282828282828287e+00,1.917254741717458444e+01,5.000000000000000000e+01
2.929292929292929060e+00,1.914375436669116937e+01,5.000000000000000000e+01
3.030303030303030276e+00,1.911494386057552930e+01,5.000000000000000000e+01
3.131313131313131048e+00,1.908611588824457783e+01,5.000000000000000000e+01
3.232323232323232265e+00,1.905727043910931684e+01,5.000000000000000000e+01
